timestamp,image_path,pred_lon,pred_lat,pred_alt,gt_lon,gt_lat,gt_alt,pixel_dx,pixel_dy,inlier_ratio,scale_confidence,yaw_deg,blur_score,method,raw_alt_estimate,flight_phase,phase_confidence,scale_method,divergence_ratio,affine_scale,consistency_diff,pixels_per_meter_used,is_alt_fixed,physics_flag,ekf_innovation_alt,ekf_update_mode,is_keyframe_reset,num_tracked,horizontal_error,altitude_error
1734763664200,F:\agent\UAV\data\IR-image\1734763664200.jpg,116.168975,38.8121207,483.54,116.168975,38.8121207,483.54,0.0,0.0,0.8336933045356372,0.0,-101.32000000000026,2069.682235590285,initial,483.54,C,1.0,4,,,,,False,0,0.0,3,True,500,0.0,0.0
1734763664400,F:\agent\UAV\data\IR-image\1734763664400.jpg,116.16904303483588,38.81212990667966,483.54,116.1690312,38.8121209,484.06,-5.920508885324648,15.766299479973346,0.7379032258064516,0.192,-100.72981881959346,2790.3574093147745,lk,482.7207423592081,C,0.5,1,1.0022532825643715,1.0011416679282554,0.0011116146361160872,2.811643311049388,False,1,-0.8192576407919319,2,False,366,1.43334414065189,0.5199999999999818
1734763664600,F:\agent\UAV\data\IR-image\1734763664600.jpg,116.1690433056213,38.81212994332316,483.54,116.1690873,38.8121209,484.58,-4.664047351299693,9.951998993314051,0.47584789311408016,0.96,-100.50863547477073,5070.417090787356,orb,482.8664673704534,C,0.5,1,1.0013033534456777,1.0014863895317314,0.000183036086053745,2.8111919014600995,False,0,-0.7417443369380408,3,True,463,3.9422458788120807,1.0399999999999636
1734763664800,F:\agent\UAV\data\IR-image\1734763664800.jpg,116.16910661170046,38.8121519603346,483.54,116.1691435,38.8121208,485.11,-9.467635790971626,13.9281189427334,0.655241935483871,0.192,-100.09707447855871,4387.137644921206,lk,482.69319180197635,C,0.5,1,1.0015584370083521,1.00195032057132,0.0003918835629679318,2.8114142431315257,False,1,-0.7799266045950048,2,False,325,4.713882532328926,1.5699999999999932
1734763665000,F:\agent\UAV\data\IR-image\1734763665000.jpg,116.16916068434561,38.812161256519936,483.1203952801176,116.1691998,38.8121208,485.62,-5.0670866311679825,12.365426456858476,0.8615384615384616,0.96,-99.88533180029341,5091.775491268848,lk,483.6837028840025,C,0.5,1,0.9987297826386642,1.000677913645677,0.0019481310070127433,2.809682083635497,False,0,-0.4823066531045015,1,False,280,5.632342840410258,2.499604719882427
1734763665200,F:\agent\UAV\data\IR-image\1734763665200.jpg,116.16922194738795,38.81216958509425,482.94362857398147,116.169256,38.8121206,486.12,-5.077542141151721,14.09636119346516,0.7571428571428571,0.96,-99.98346666279079,5265.783913881323,lk,482.84799436916705,C,0.5,1,1.0003348117127113,1.0007925710357282,0.00045775932301683753,2.8116592737934414,False,0,-0.4021445487712185,1,False,212,6.194664860182555,3.176371426018534
1734763665400,F:\agent\UAV\data\IR-image\1734763665400.jpg,116.16922291574129,38.81216977680169,482.9427528844607,116.1693123,38.8121203,486.59,-10.178878959067113,6.6454887586246505,0.441,0.96,-100.14882849716643,3039.052411629995,orb,482.65673217131496,C,0.5,1,1.0006457708864478,1.0005394278597612,0.0001063430266865506,2.812495907585251,False,0,-0.36834532759479544,3,True,441,9.499790464232985,3.647247115539301
1734763665600,F:\agent\UAV\data\IR-image\1734763665600.jpg,116.1692326113393,38.81222338332515,482.9418771949399,116.1693685,38.81212,487.15,-16.838646694181836,-0.8897103930796715,0.5529531568228105,0.192,-100.27991901954842,5662.808925111211,orb,482.14995001816226,C,0.8944095205966995,1,1.0004586478410524,1.0028291400905138,0.002370492249461398,2.813082031339737,False,1,-0.46801712315436816,2,False,543,16.455281483115858,4.2081228050601
1734763665800,F:\agent\UAV\data\IR-image\1734763665800.jpg,116.16929166241665,38.812233582192164,482.70488568562985,116.1694246,38.8121198,487.76,-5.530267139924862,13.400241128700399,1.0,0.96,-100.20201212930967,5676.659542171807,lk,482.0049082394604,C,0.9053183057077647,1,1.0029601304307019,1.0009260990696185,0.002034031361083377,2.8137361373117358,False,0,-0.5793015715446472,1,False,543,17.109726808299506,5.055114314370144
1734763666000,F:\agent\UAV\data\IR-image\1734763666000.jpg,116.16931962106766,38.812205844310434,482.6985676296914,116.1694808,38.8121197,488.33,7.557911944358207,7.969073682622581,1.0,0.288,-100.04285833947166,5168.802823350989,lk,481.69320811946756,C,0.8864759200556763,1,1.003637807168152,1.0005412503071927,0.003096556860959332,2.8157809067521766,False,3,-0.6871500849399013,2,False,543,16.934556858094997,5.631432370308573
1734763666200,F:\agent\UAV\data\IR-image\1734763666200.jpg,116.1693521285569,38.812164120638364,482.48951444355555,116.169537,38.8121196,488.97,11.724648274966526,9.70546809194215,1.0,0.96,-99.60305563491669,5281.21055640638,lk,482.391673102701,C,0.8939525873734184,1,1.0005750508285571,1.000671146403952,9.609557539480562e-05,2.8153181229524584,False,0,-0.6015986828654718,1,False,543,16.765508561198434,6.480485556444478
1734763666400,F:\agent\UAV\data\IR-image\1734763666400.jpg,116.16940342037887,38.81212699797138,482.474366861499,116.1695933,38.8121197,489.59,9.532178581339098,13.929123143751818,1.0,0.07680000000000001,-99.45079262166125,3119.9307705552783,lk,482.3007261207742,C,0.8812985677618722,1,0.9987053097444216,1.0001581860619704,0.001452876317548757,2.81610149599273,False,1,-0.517822223320195,2,False,543,16.471894101533593,7.115633138500982
1734763666600,F:\agent\UAV\data\IR-image\1734763666600.jpg,116.16944465789449,38.81217113667099,482.45921927944244,116.1696498,38.8121196,490.14,-15.210744717742637,7.316695578279353,0.998158379373849,0.192,-99.27967250694576,5661.239113469337,lk,481.7042922421582,C,0.8862273200974706,1,1.0020434985577125,1.0010913543148687,0.0009521442428437332,2.8165533384948156,False,1,-0.5799919950837875,2,False,542,18.675259580282564,7.68078072055755
1734763666800,F:\agent\UAV\data\IR-image\1734763666800.jpg,116.16947762276214,38.81215998828095,482.2455691531045,116.1697062,38.8121196,490.75,2.2763813347344795,8.090627757855252,1.0,0.96,-99.31391263588036,3776.3579028028144,lk,482.0085428039249,C,0.890682405872212,1,1.0012052526085946,1.0006020709438475,0.0006031816647471544,2.81651672276505,False,0,-0.5585798098657051,1,False,542,20.30760575391291,8.504430846895502
1734763667000,F:\agent\UAV\data\IR-image\1734763667000.jpg,116.16952253230883,38.81212380529791,482.07159374521945,116.1697627,38.8121195,491.42,9.589501091927985,12.178140584232132,1.0,0.96,-99.10099918871413,2167.10215749397,lk,481.91346071353234,C,0.880297251430751,1,1.0010218137364233,1.0002362757886192,0.0007855379478041158,2.817386381605208,False,0,-0.4797860308193549,1,False,542,20.814548602058313,9.34840625478057
1734763667200,F:\agent\UAV\data\IR-image\1734763667200.jpg,116.1695826797113,38.812135837931834,481.8573396892784,116.1698192,38.8121194,492.09,-5.901772824857929,13.45752844247285,1.0,0.96,-98.80226709595901,2128.5589935021007,lk,480.8082459103288,C,0.8727717506420754,1,1.0044319277678575,1.0006629360987378,0.0037689916691197034,2.8193861463631142,False,0,-0.6363149571590156,1,False,542,20.574368077539543,10.232660310721599
1734763667400,F:\agent\UAV\data\IR-image\1734763667400.jpg,116.16962428913004,38.81215313510801,481.8573396892784,116.1698757,38.8121193,492.77,-6.793129674019625,8.694613163076093,1.0,0.288,-98.63094644624759,4396.074432343842,lk,480.5322816988165,B,0.862755592539138,1,1.004901095348014,1.0006229898496681,0.004278105498345841,2.8214411163696385,False,2,-0.5,2,False,542,22.10570618018535,10.912660310721606
1734763667600,F:\agent\UAV\data\IR-image\1734763667600.jpg,116.16966961691767,38.81213829822112,481.8573396892784,116.1699323,38.8121191,493.49,3.0390683887172476,11.082638994993863,1.0,0.288,-98.78079908594503,4651.611163157821,lk,481.3875014484644,B,0.8616334609876583,1,1.0014630811558665,1.0004894091827052,0.0009736719731612276,2.821183224091784,False,2,-0.5,2,False,542,22.85975397449754,11.632660310721633
1734763667800,F:\agent\UAV\data\IR-image\1734763667800.jpg,116.16970054952475,38.81215288238948,481.8573396892784,116.1699891,38.8121188,494.14,-5.596399293808274,6.120009908556604,1.0,0.288,-99.10787183347587,3367.017826560652,lk,480.93625095475215,B,0.862240601069533,1,1.0030414840991932,1.000791440853759,0.002250043245434208,2.821487411698453,False,2,-0.5,2,False,542,25.28671282104142,12.28266031072161
1734763668000,F:\agent\UAV\data\IR-image\1734763668000.jpg,116.16974554945587,38.8121608977423,481.8573396892784,116.1700459,38.8121185,494.74,-4.1768923033466026,9.781655288336115,1.0,0.288,-99.6493516715924,2606.652834799057,lk,480.81695961821276,B,0.8646521776756528,1,1.0033141632706624,1.001016023221726,0.002298140048936359,2.8218534668421174,False,2,-0.5,2,False,542,26.44709236416534,12.882660310721633
