timestamp,image_path,pred_lon,pred_lat,pred_alt,gt_lon,gt_lat,gt_alt,pred_east_m,pred_north_m,pixel_dx,pixel_dy,rotation_deg,affine_scale,match_confidence,num_matches,num_inliers,matcher_backend,yaw_deg,method,flight_phase,is_keyframe_reset,horizontal_error,altitude_error
1734763664200,F:\agent\UAV\data\IR-image\1734763664200.jpg,116.168975,38.8121207,483.54,116.168975,38.8121207,483.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,sift,-99.12807489730524,scheme_b_initial,NA,False,0.0,0.0
1734763664400,F:\agent\UAV\data\IR-image\1734763664400.jpg,116.16903146783173,38.81212549791331,483.54,116.1690312,38.8121209,484.06,4.898084335931316,0.5341037092103915,-3.6612410270506075,13.336396261059633,-0.5679484428185688,1.0009694812525407,0.9766666666666667,300,293,sift,-99.12807489730524,scheme_b_pairwise,NA,False,0.5117917193383651,0.5199999999999818
1734763664600,F:\agent\UAV\data\IR-image\1734763664600.jpg,116.16906995329691,38.81213034378155,483.54,116.1690873,38.8121209,484.58,8.236357622162647,1.0735457618007174,-2.9814691974727907,9.011262103371905,-0.2750967739156107,1.0011195223307805,0.96484375,256,247,sift,-99.12807489730524,scheme_b_pairwise,NA,False,1.8334873969357546,1.0399999999999636
1734763664800,F:\agent\UAV\data\IR-image\1734763664800.jpg,116.16913176437717,38.812152038806836,483.54,116.1691435,38.8121208,485.11,13.597921448810848,3.4886359768996793,-9.08046463037391,13.783270683352725,-0.32868166970565194,1.0014657151604198,0.9411764705882353,442,416,sift,-99.12807489730524,scheme_b_pairwise,NA,False,3.6193685611025,1.5699999999999932
1734763665000,F:\agent\UAV\data\IR-image\1734763665000.jpg,116.16918050577382,38.81215840877567,483.54,116.1691998,38.8121208,485.62,17.82580596547853,4.197740908062004,-3.8477954505390812,11.401122803578914,-0.2214848450688573,1.0007372553922622,0.97165991902834,494,480,sift,-99.12807489730524,scheme_b_pairwise,NA,False,4.5036698151686005,2.079999999999984
1734763665200,F:\agent\UAV\data\IR-image\1734763665200.jpg,116.16924425823117,38.81216745720791,483.54,116.169256,38.8121206,486.12,23.355767063989667,5.205012385106166,-5.253914398447819,14.876841440723581,0.09594093049365572,1.0009191953523142,0.9775510204081632,490,479,sift,-99.12807489730524,scheme_b_pairwise,NA,False,5.308684932676643,2.579999999999984
1734763665400,F:\agent\UAV\data\IR-image\1734763665400.jpg,116.16928246389045,38.81219798891663,483.54,116.1693123,38.8121203,486.59,26.66976966615163,8.603802199162661,-10.894868780139063,7.670764824174512,0.19360331784345494,1.0006560623639462,0.9441860465116279,215,203,sift,-99.12807489730524,scheme_b_pairwise,NA,False,9.017131197598225,3.0499999999999545
1734763665600,F:\agent\UAV\data\IR-image\1734763665600.jpg,116.16929695138293,38.812264207219954,483.54,116.1693685,38.81212,487.15,27.926431340027403,15.975223725195402,-20.988246672594187,0.20021858761390376,0.14386803512982926,1.0032664515477383,0.9537037037037037,324,309,sift,-99.12807489730524,scheme_b_pairwise,NA,False,17.19174389910895,3.609999999999957
1734763665800,F:\agent\UAV\data\IR-image\1734763665800.jpg,116.1693536567039,38.81227307682378,483.54,116.1694246,38.8121198,487.76,32.845115764761104,16.962588022951593,-4.926550393457717,13.19165418621418,-0.06152020883468604,1.0011597654419162,0.9693486590038314,522,506,sift,-99.12807489730524,scheme_b_pairwise,NA,False,18.118176377121493,4.21999999999997
1734763666000,F:\agent\UAV\data\IR-image\1734763666000.jpg,116.16937766177526,38.81224263005375,483.54,116.1694808,38.8121197,488.33,34.92734312077111,13.57325358379874,8.465784812061145,7.2797791776101235,-0.15617064925594365,1.0010467963693939,0.9766949152542372,472,461,sift,-99.12807489730524,scheme_b_pairwise,NA,False,16.331093422871223,4.789999999999964
