timestamp,image_path,pred_lon,pred_lat,pred_alt,gt_lon,gt_lat,gt_alt,pixel_dx,pixel_dy,inlier_ratio,scale_confidence,yaw_deg,blur_score,method,raw_alt_estimate,flight_phase,phase_confidence,phase_from_vision,scale_trend,scale_trend_ratio,up_ratio,down_ratio,stable_ratio,scale_method,divergence_ratio,affine_scale,consistency_diff,pixels_per_meter_used,is_alt_fixed,cumulative_window_n,delta_alt_cumulative,mpp_history_median,mpp_current_raw,mpp_ratio,alt_fixed_triggered,physics_flag,ekf_innovation_alt,ekf_v_alt,ekf_update_mode,is_keyframe_reset,num_tracked,affine_rotation_deg,phase_dx,phase_dy,phase_response,fourier_rotation_deg,fourier_response,map_pixel_dx,map_pixel_dy,horizontal_error,altitude_error
1734763670600,F:\agent\UAV\data\IR-image\1734763670600.jpg,116.17041156885762,38.8121699985869,481.591017313789,116.170787,38.8121161,503.49,-1.9840390266959957,13.49045623765386,1.0,0.1568,-98.54346483164231,2461.200073116868,lk,481.5885264942016,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,2,1.0111215602814685,1.0007152835584416,0.010406276723026853,2.794178447134469,False,10,-29.690116103674207,0.35796560480922046,0.35788781503951717,0.9997826892621576,0,0,-0.0036559120757146957,-0.056356252683882016,2,False,520,-0.23060403910910007,-2.3867102225230497,13.620467721706518,1.012572183087468,,0.3961711782030761,,,33.07627855946943,21.898982686211014
1734763670800,F:\agent\UAV\data\IR-image\1734763670800.jpg,116.17045489695117,38.81215296022482,481.57974606325223,116.1708438,38.812116,504.18,3.9675078469339837,9.935629831720178,1.0,0.04704,-98.25579587736269,3266.4884365845373,lk,481.57772139781946,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,2,1.0060155674238076,0.9994150859882752,0.006600481435532379,2.7942402069636882,False,10,-33.15680829556176,0.35796411515791404,0.3578797853375564,0.9997644182285689,0,3,-0.0030289694692555713,-0.056356252683882016,2,False,520,-0.28766895427962325,4.765971483294379,9.9578028376811,1.0046583289280533,,0.40603409343748353,,,33.94573775627056,22.600253936747777
1734763671000,F:\agent\UAV\data\IR-image\1734763671000.jpg,116.17051865408662,38.8121680809155,481.56847481271546,116.1709005,38.812116,504.96,-6.547181177917082,13.416492481895204,1.0,0.1568,-97.79559014711286,4341.022785947984,lk,481.5668319894072,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,2,1.019252326300564,1.000707265035731,0.018545061264833018,2.7943026522892356,False,10,-39.60627017750569,0.3579626255066076,0.35787169297993293,0.9997459720088208,0,0,-0.0025196937853024792,-0.056356252683882016,2,False,520,-0.4602057302498199,-5.561788654344696,13.280774601662813,0.9773795021232218,,0.37958648102357984,,,33.5875916801123,23.391525187284515
1734763671200,F:\agent\UAV\data\IR-image\1734763671200.jpg,116.17056603379683,38.812092925618785,481.5572035621787,116.170957,38.8121159,505.74,21.889689680902563,13.14553728291861,0.6788461538461539,0.009408,-97.53413838895207,1858.5344022744898,lk,481.55587059031944,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,2,1.0143390134765549,0.9994972516962792,0.01484176178027563,2.794365667005052,False,10,-43.419203895912105,0.35796132724055785,0.35786354712314133,0.9997268416726179,0,1,-0.0021080605731071955,-0.056356252683882016,2,False,353,-0.26145175816079463,19.73949559461761,13.295424246341724,0.9266774471849203,,0.33453377592377365,,,33.97099892946441,24.18279643782131
1734763671400,F:\agent\UAV\data\IR-image\1734763671400.jpg,116.17061708422328,38.81211844526976,481.54593231164193,116.1710134,38.8121158,506.55,-9.28800953077507,9.927145874042708,0.9943342776203966,0.2688,-97.21942180454619,2811.0050593465567,lk,481.54485340036166,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,1,1.0041433437794447,0.9999611716578313,0.0041821721216134256,2.7944290438616513,False,10,-42.26086983086652,0.357960028974508,0.357855359805909,0.9997075953734307,0,0,-0.0017583427548970576,-0.056356252683882016,2,False,351,-0.3147165844058876,-6.172933281704445,10.00665120653099,0.8990270677953959,,0.31328559218673036,,,34.339568804185916,25.004067688358077
1734763671600,F:\agent\UAV\data\IR-image\1734763671600.jpg,116.17062283560584,38.812118436948694,481.53466106110517,116.1710695,38.8121155,507.44,-17.202735137406933,10.006229367170022,0.235,0.05376,-97.196159999338,1498.8944675442206,orb+phase,481.533785170427,A_up,0.8683333333333332,A_down,stable,"up=0.000,stable=0.950,down=0.050",0.0,0.05,0.95,1,0.9979528898327158,0.9998745668944962,0.0019216770617803691,2.794492668899736,False,10,-40.76134686384388,0.3579580260718872,0.3578471345588158,0.9996902108487737,0,1,-0.0014508949681726335,-0.056356252683882016,3,True,235,-0.023261805208187884,-17.202735137406933,10.006229367170022,0.9154834336601197,,0.28665175748756155,,,38.70208303826334,25.90533893889483
1734763671800,F:\agent\UAV\data\IR-image\1734763671800.jpg,116.1706285869884,38.81211842862763,481.5233898105684,116.1711253,38.8121149,508.4,-8.372711693978715,7.985685949158778,0.30410654827968925,0.2688,-97.41567455950282,1792.9795721232797,orb+phase,481.5226711643847,A_up,0.8533333333333333,A_down,stable,"up=0.000,stable=0.900,down=0.100",0.0,0.1,0.9,1,1.002061659538771,1.0048704578610927,0.002808798322321726,2.794556508132883,False,10,-41.48022292976645,0.35795602316926645,0.35783887529365477,0.9996727310953606,0,0,-0.0011798552993127487,-0.056356252683882016,3,True,274,0.2195145601648267,-8.372711693978715,7.985685949158778,0.9461268136277795,,0.2916325509431772,,,43.03889683681059,26.876610189431574
1734763672000,F:\agent\UAV\data\IR-image\1734763672000.jpg,116.17063433837096,38.81211842030656,481.51211856003164,116.171181,38.8121143,509.4,-22.19205325759242,12.275151492883055,0.43402061855670104,0.05376,-97.54634845902667,2065.641582486629,orb+phase,481.5115154092459,A_up,0.8533333333333333,A_down,stable,"up=0.000,stable=0.900,down=0.100",0.0,0.1,0.9,1,1.0009965698065026,1.0033836291031297,0.002387059296627081,2.794620670600057,False,10,-39.77791235915969,0.35795505548195017,0.35783058500306003,0.9996522734433166,0,1,-0.0009640060608262502,-0.056356252683882016,3,True,421,0.1306738995238552,-22.19205325759242,12.275151492883055,0.9564935453236103,,0.32162723527289927,,,47.36706287636751,27.88788143996834
1734763672200,F:\agent\UAV\data\IR-image\1734763672200.jpg,116.17068525968949,38.81212615217255,480.97758723133865,116.1712364,38.8121138,510.4,-3.897924970610518,10.507693479847546,0.8084677419354839,0.96,-97.95015672768461,3708.42373921033,lk,479.35025259706026,A_down,0.8383333333333333,A_down,stable,"up=0.000,stable=0.850,down=0.150",0.0,0.15,0.85,1,1.0037994673252337,1.0014175979272701,0.0023818693979635874,2.797808420953335,False,10,-36.1958106833787,0.35795408779463395,0.35622446362967514,0.995168027900966,0,0,-0.5383140769631041,-0.17158939549176866,1,False,401,0.4038082686579373,-4.7515680803729765,10.337839736268847,0.9628221603110433,,0.24039348069345579,,,47.772643357110134,29.42241276866133
1734763672400,F:\agent\UAV\data\IR-image\1734763672400.jpg,116.1707312463394,38.81211326320625,480.4459795766263,116.1712917,38.8121132,511.41,2.483568621637062,10.21148988177606,0.8553615960099751,0.96,-98.78593617776161,2058.6615684294707,lk,479.23953434572866,A_down,0.8383333333333333,A_down,stable,"up=0.000,stable=0.850,down=0.150",0.0,0.15,0.85,1,1.0035494327589438,1.000995254633862,0.002554178125081741,2.8031632001728854,False,10,-29.292849115138562,0.3579509332686254,0.3561421844413761,0.9949469364118351,0,0,-0.8995010985642011,-0.333605070239905,1,False,343,0.8357794500770053,1.4640560484104412,10.072662390416298,0.8858828593045474,,0.18388949084328488,,,48.559843880299844,30.96402042337371
